seqid,org_ID,parent_ID,code,name,name_30,name_15,orgtype_ID,org_type,address1,address2,city,state,zipcode,grade_span,subtype_ID,subtype_nm,source,reptsource,add_orig,match_note,score,match_add,xcoord,ycoord
465,1152,83,31104,Old County Road School,Old County Road School,Old County Road,2,School,200 Old County Road,,Smithfield,RI,02917,KF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"200 OLD COUNTY RD, SMITHFIELD, RI, 02917",324821.7808345711,291318.288988814
466,3562,83,31106,Pleasant View Elementary School,Pleasant View Elementary Schoo,Pleasant View E,2,School,100 Pleasant View Ave.,,Smithfield,RI,02917,KG - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,92.08,"100 PLEASANT VIEW AV, SMITHFIELD, RI, 02828",316759.26233523514,290688.77394074865
467,1155,83,31108,Raymond C. LaPerche School,Raymond LaPerche School,LaPerche School,2,School,11 Limerock Road,,Smithfield,RI,02917,PK - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,MULTIPLE MATCHES,100,"11 LIMEROCK RD, SMITHFIELD, RI, 02917",326811.31220469397,297440.73608831863
468,1154,83,31107,Smithfield Senior High School,Smithfield High School,Smithfield High,2,School,90 Pleasant View Avenue,,Smithfield,RI,02917,09 - 12,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,92.08,"90 PLEASANT VIEW AV, SMITHFIELD, RI, 02828",315996.8149413892,290440.165309707
469,1156,83,31109,Vincent J. Gallagher Middle School,Vincent J. Gallagher Middle,Gallagher,2,School,10 Indian Run Trail,,Smithfield,RI,02917,06 - 08,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,MULTIPLE MATCHES,92.08,"10 INDIAN RUN TRL, SMITHFIELD, RI, 02828",316341.0874280479,291726.6242531263
470,1189,84,32114,Broad Rock Middle School,Broad Rock Middle School,Broad Rock,2,School,351 Broad Rock Road,,Wakefield,RI,02879,05 - 06,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,93.28,"351 BROAD ROCK RD, SOUTH KINGSTOWN, RI, 02879",332306.3898614517,135950.99031562533
471,1186,84,32110,Curtis Corner Middle School,Curtis Corner Middle School,Curtis Corner,2,School,301 Curtis Corner Road,,Wakefield,RI,02879,07 - 08,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,93.28,"301 CURTIS CORNER RD, SOUTH KINGSTOWN, RI, 02879",322514.86248325073,137083.35037798662
472,1188,84,32113,Matunuck School,Matunuck School,Matunuck School,2,School,380 Matunuck Beach Road,,Wakefield,RI,02879,KF - 04,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,93.28,"380 MATUNUCK BEACH RD, SOUTH KINGSTOWN, RI, 02879",315327.15605407354,110395.04627221901
473,1184,84,32107,Peace Dale Elementary School,Peace Dale School,Peace Dale,2,School,109  Kersey Road,,Peace Dale,RI,02879,KF - 04,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,94.25,"109 KERSEY RD, SOUTH KINGSTOWN, RI, 02879",327834.76594164403,135169.03020797664
474,1185,84,32108,South Kingstown High School,South Kingstown High,S. Kingstown Sr,2,School,215 Columbia Street,,Wakefield,RI,02879,09 - 12,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,93.28,"215 COLUMBIA ST, SOUTH KINGSTOWN, RI, 02879",329430.53709282546,132206.5045028778
475,1181,84,32103,Wakefield Elementary School,Wakefield School,Wakefield,2,School,101 High Street,,Wakefield,RI,02879,PK - PF,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,93.28,"101 HIGH ST, SOUTH KINGSTOWN, RI, 02879",327782.95016810077,129809.7007561051
476,1187,84,32112,West Kingston Elementary School,West Kingston School,West Kingston,2,School,3119 Ministerial Road,,West Kingston,RI,02892,KF - 04,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,98.18,"3119 MINISTERIAL RD, SOUTH KINGSTOWN, RI, 02892",314240.1987452923,143921.51350817908
477,1240,86,33106,Fort Barton School,Fort Barton School,Fort Barton,2,School,99 Lawton Avenue,,Tiverton,RI,02878,PK - 04,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"99 LAWTON AV, TIVERTON, RI, 02878",407490.66877484863,197539.63121301064
478,1241,86,33107,Pocasset School,Pocasset School,Pocasset School,2,School,242 Main Road,,Tiverton,RI,02878,PK - 04,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"242 MAIN RD, TIVERTON, RI, 02878",413730.493573074,212693.32373218256
479,1242,86,33108,Tiverton High School,Tiverton High School,Tiverton High,2,School,100 North Brayton Road,,Tiverton,RI,02878,09 - 12,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,MULTIPLE MATCHES,100,"100 N BRAYTON RD, TIVERTON, RI, 02878",419640.7478419712,198736.93053874717
480,1244,86,33110,Tiverton Middle School,Tiverton Middle School,Tiverton Middle,2,School,10 Quintal Drive,,Tiverton,RI,02878,05 - 08,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"10 QUINTAL DR, TIVERTON, RI, 02878",421255.686665065,198731.19570456856
481,1239,86,33105,Walter E. Ranger School,Ranger School,Ranger School,2,School,278 North Brayton Road,,Tiverton,RI,02878,PK - 04,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"278 N BRAYTON RD, TIVERTON, RI, 02878",419709.4904981385,200279.898382699
482,1297,88,35131,Cedar Hill School,Cedar Hill School,Cedar Hill,2,School,35 Red Chimney Drive,,Warwick,RI,02886,KF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,MULTIPLE MATCHES,100,"35 RED CHIMNEY DR, WARWICK, RI, 02886",337814.01990422286,218813.89491428295
483,1302,88,35136,Cottrell F. Hoxsie School,Hoxsie School,Hoxsie School,2,School,55 Glenwood Drive,,Warwick,RI,02889,KF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"55 GLENWOOD DR, WARWICK, RI, 02889",355472.36753991374,235180.46916824242
484,1287,88,35121,E. G. Robertson School,Robertson School,Robertson,2,School,70 Nausauket Road,,Warwick,RI,02886,KF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"70 NAUSAUKET RD, WARWICK, RI, 02886",344435.6315711923,224261.3012661812
485,1280,88,35114,Greenwood School,Greenwood School,Greenwood,2,School,93 Sharon Street,,Warwick,RI,02886,KF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"93 SHARON ST, WARWICK, RI, 02886",340519.06107309903,228555.02634648976
486,1301,88,35135,Harold F. Scott School,Scott School,Scott School,2,School,833 Centerville Road,,Warwick,RI,02886,KF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"833 CENTERVILLE RD, WARWICK, RI, 02886",330840.9255648847,224619.43888443633
487,1294,88,35128,Holliman School,Holliman School,Holliman School,2,School,70 Deborah Road,,Warwick,RI,02888,KF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"70 DEBORAH RD, WARWICK, RI, 02888",351895.22307801846,242597.70380852118
488,1289,88,35123,Lippitt School,Lippitt School,Lippitt School,2,School,30 Almy Street,,Warwick,RI,02886,PK - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"30 ALMY ST, WARWICK, RI, 02886",349291.0134611181,227418.16884155685
489,1267,88,35101,Norwood School,Norwood School,Norwood School,2,School,266 Norwood Avenue,,Warwick,RI,02888,KF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,MULTIPLE MATCHES,100,"266 NORWOOD AV, WARWICK, RI, 02888",347886.9943830359,243341.45151830616
490,1270,88,35104,Oakland Beach Elementary School,Oakland Beach School,Oakland Beach,2,School,383 Oakland Beach Avenue,,Warwick,RI,02889,PK - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"383 OAKLAND BEACH AV, WARWICK, RI, 02889",355637.7576193857,224289.16637333122
491,1298,88,35132,Park School,Park School,Park School,2,School,40 Asylum Road,,Warwick,RI,02886,KF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,MULTIPLE MATCHES,100,"40 ASYLUM RD, WARWICK, RI, 02886",350635.91139597713,221943.17896841918
492,1300,88,35134,Pilgrim High School,Pilgrim High School,Pilgrim High,2,School,111 Pilgrim Parkway,,Warwick,RI,02888,09 - 12,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"111 PILGRIM PKWY, WARWICK, RI, 02888",352124.15638930904,241557.27163096349
493,1293,88,35127,Sherman School,Sherman School,Sherman School,2,School,120 Killey Avenue,,Warwick,RI,02889,KF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"120 KILLEY AV, WARWICK, RI, 02889",356354.857783634,231335.70307734402
494,1304,88,35138,Toll Gate High School,Toll Gate High School,Toll Gate High,2,School,575 Centerville Road,,Warwick,RI,02886,09 - 12,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,MULTIPLE MATCHES,100,"575 CENTERVILLE RD, WARWICK, RI, 02886",331034.54562339076,226141.60903099354
495,1303,88,35137,Warwick Early Learning Center at John Brown Francis,Warwick Early Learning Center,Warwick Early L,2,School,325 Miantonomo Drive,,Warwick,RI,02888,PK - PF,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"325 MIANTONOMO DR, WARWICK, RI, 02888",354037.1241537485,240616.6477777066
496,1299,88,35133,Warwick Neck School,Warwick Neck School,Warwick Neck,2,School,Lennox Ln,,Warwick,RI,02889,KF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,150 Lennox Avenue (formerly 155 Rocky Pt Ave) Warwick 02889,MANUAL MATCH,,,361389,221204
497,3181,88,35142,Warwick Veterans Middle School,Warwick Veterans Middle School,Warwick Veteran,2,School,2401 West Shore Road,,Warwick,RI,02889,06 - 08,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"2401 WEST SHORE RD, WARWICK, RI, 02889",352917.5227093351,226433.79605619464
498,1305,88,35139,Winman Middle School,Winman Middle School,Winman Middle,2,School,575 Centerville Road,,Warwick,RI,02886,06 - 08,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,MULTIPLE MATCHES,100,"575 CENTERVILLE RD, WARWICK, RI, 02886",331034.54562339076,226141.60903099354
499,1285,88,35119,Wyman School,Wyman School,Wyman School,2,School,1 Columbia Avenue,,Warwick,RI,02888,KF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"1 COLUMBIA AV, WARWICK, RI, 02888",358064.2151387404,243934.5071399511
500,1427,89,38109,Greenbush Elementary School,Greenbush Elementary School,Greenbush Elem.,2,School,127 Greenbush Road,,West Warwick,RI,02893,KG - 04,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"127 GREENBUSH RD, WEST WARWICK, RI, 02893",321158.59403000295,214011.96278938145
501,1425,89,38107,John F. Deering Middle School,John F. Deering Middle,Deering Middle,2,School,2 Webster Knight Drive,,West Warwick,RI,02893,05 - 08,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"2 WEBSTER KNIGHT DR, WEST WARWICK, RI, 02893",323503.47095526766,227922.4812753867
502,1422,89,38104,John F. Horgan Elementary School,John F. Horgan School,Horgan School,2,School,124 Providence Street,,West Warwick,RI,02893,KG - 04,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"124 PROVIDENCE ST, WEST WARWICK, RI, 02893",323522.91624709184,229942.27321589875
503,1423,89,38105,Maisie E. Quinn Elementary School,Maisie E. Quinn School,Quinn School,2,School,1 Brown Street,,West Warwick,RI,02893,PK - PF,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"1 BROWN ST, WEST WARWICK, RI, 02893",321698.72736445605,221129.79228675162
504,1429,89,38111,Wakefield Hills Elementary School,Wakefield Hills El. School,Wakefield Hills,2,School,505 Wakefield Street,,West Warwick,RI,02893,PK - 04,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"505 WAKEFIELD ST, WEST WARWICK, RI, 02893",326602.45874502603,233421.38612092898
505,1424,89,38106,West Warwick Senior High School,West Warwick High School,W. Warwick High,2,School,1 Webster Knight Drive,,West Warwick,RI,02893,09 - 12,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"1 WEBSTER KNIGHT DR, WEST WARWICK, RI, 02893",323797.5695918616,227920.05011815886
506,1397,90,36109,Dunn's Corners School,Dunn's Corners School,Dunn's Corners,2,School,8 1/2 Plateau Road,,Westerly,RI,02891,KF - 04,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"8 1/2 PLATEAU RD, WESTERLY, RI, 02891",252470.89074128703,96196.58834566362
507,1399,90,36111,Springbrook Elementary School,Springbrook Elementary School,Springbrook,2,School,39 Springbrook Road,,Westerly,RI,02891,KF - 04,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"39 SPRINGBROOK RD, WESTERLY, RI, 02891",237603.62265114643,116128.53597725688
508,1394,90,36106,State Street School,State Street School,State Street,2,School,35 State Street,,Westerly,RI,02891,KF - 04,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"35 STATE ST, WESTERLY, RI, 02891",239052.39405901515,102903.3975975742
509,1392,90,36104,Westerly High School,Westerly High School,Westerly High,2,School,23 Ward Avenue,,Westerly,RI,02891,09 - 12,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"23 WARD AV, WESTERLY, RI, 02891",240445.95479841885,106689.83574499762
510,3121,90,36113,Westerly Inclusion Preschool Program - Babcock Hall,Westerly Inclusion Preschool P,Babcock Hall,2,School,23 Highland Avenue,,Westerly,RI,02891,PK - PK,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"23 HIGHLAND AV, WESTERLY, RI, 02891",239707.92605881754,107081.25602468215
511,1391,90,36103,Westerly Middle School,Westerly Middle School,Westerly Middle,2,School,10 Sandy Hill Road,,Westerly,RI,02891,05 - 08,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"10 SANDY HILL RD, WESTERLY, RI, 02891",249379.3748931556,96948.74397277823
512,1464,91,39118,Bernon Heights School,Bernon Heights School,Bernon Heights,2,School,657 Logee Street,,Woonsocket,RI,02895,KF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"657 LOGEE ST, WOONSOCKET, RI, 02895",327090.66922396986,331422.3809997138
513,1465,91,39119,Globe Park School,Globe Park School             ,Globe Park     ,2,School,192 Avenue A,,Woonsocket,RI,02895,PK - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"192 AVE A, WOONSOCKET, RI, 02895",321225.8534026413,329878.0885121827
514,1455,91,39101,Harris School,Harris School,Harris School,2,School,60 High School Street,,Woonsocket,RI,02895,KF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"60 HIGH SCHOOL ST, WOONSOCKET, RI, 02895",323947.0679143808,336722.73605031567
515,1472,91,39128,Kevin K. Coleman Elementary School,Kevin K. Coleman School,Coleman School,2,School,96 Second Avenue,,Woonsocket,RI,02895,KF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"96 SECOND AV, WOONSOCKET, RI, 02895",320943.60517028364,333752.5163076605
516,1466,91,39120,Leo A. Savoie School,Leo A. Savoie School,Leo A. Savoie,2,School,990 Mendon Road,,Woonsocket,RI,02895,KF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"990 MENDON RD, WOONSOCKET, RI, 02895",334285.54617886967,335908.38166495546
517,3369,91,39133,Pothier-Citizens Elementary Campus,Pothier-Citizens Elem Campus,Pothier-Citizen,2,School,250 Winthrop Street,,Woonsocket,RI,02895,PK - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"250 WINTHROP ST, WOONSOCKET, RI, 02895",329891.0767985576,338268.5792433543
518,1468,91,39123,Woonsocket High School,Woonsocket High School,Woonsocket High,2,School,777 Cass Avenue,,Woonsocket,RI,02895,09 - 12,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"777 CASS AV, WOONSOCKET, RI, 02895",331969.0856345799,335507.37953231414
519,3268,91,39131,Woonsocket Middle School at Hamlet,Woonsocket Middle at Hamlet,Woon Hamlet,2,School,60 Florence Dr.,,Woonsocket,RI,02895,06 - 08,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"60 FLORENCE DR, WOONSOCKET, RI, 02895",327984.7798439994,335272.00940506795
520,3269,91,39132,Woonsocket Middle School at Villa Nova,Woonsocket Middle @ Villa Nova,Woon Villa Nova,2,School,240 Florence Dr.,,Woonsocket,RI,02895,06 - 08,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"240 FLORENCE DR, WOONSOCKET, RI, 02895",327373.1712802469,335934.3827526975
521,1087,,28414,Empire Beauty School,Empire Beauty School,Empire Beauty,2,School,151 Broadway,,Providence,RI,02903,,9,Independent (Higher Education),RIDE_Mar 13 2023 12:58PM,IndependentHigherEd,,MULTIPLE MATCHES,90.92,"151 BROADWAY ST, PROVIDENCE, RI, 02903",349237.4486821303,269017.7001675036
522,1369,,35413,Empire Beauty School,Empire Beauty School,Empire Beauty,2,School,1276 Bald Hill Road,Ste. 100 & 110,Warwick,RI,02886,,9,Independent (Higher Education),RIDE_Mar 13 2023 12:58PM,IndependentHigherEd,,MULTIPLE MATCHES,100,"1276 BALD HILL RD, WARWICK, RI, 02886",330169.50180812954,226782.23284153076
523,699,,21405,International Yacht Restoration School,International Yacht School,Inter. Yacht,2,School,449 Thames Street,,Newport,RI,02840,,9,Independent (Higher Education),RIDE_Mar 13 2023 12:58PM,IndependentHigherEd,,MULTIPLE MATCHES,100,"449 THAMES ST, NEWPORT, RI, 02840",378781.1727310136,144934.56839643183
524,2563,,28422,"Learning Gate, Inc.","Learning Gate, Inc.",Learning Gate,2,School,155 South Main Street,1st Floor,Providence,RI,02903,,9,Independent (Higher Education),RIDE_Mar 13 2023 12:58PM,IndependentHigherEd,,ONE MATCH,100,"155 S MAIN ST, PROVIDENCE, RI, 02903",353540.75561539567,269754.566869474
525,589,,17404,Lincoln Technical Institute,Lincoln Technical Institute,Lincoln Tech,2,School,622 George Washington Highway,Lincoln Mall,Lincoln,RI,02865,,9,Independent (Higher Education),RIDE_Mar 13 2023 12:58PM,IndependentHigherEd,,MULTIPLE MATCHES,100,"622 GEORGE WASHINGTON HWY, LINCOLN, RI, 02865",333603.26351756335,310757.663542849
526,487,,10406,Motoring Technical Training Institute (MTTI),MTTI                          ,MTTI           ,2,School,54 Water Street,,East Providence,RI,02914,,9,Independent (Higher Education),RIDE_Mar 13 2023 12:58PM,IndependentHigherEd,,ONE MATCH,100,"54 WATER ST, EAST PROVIDENCE, RI, 02914",359495.28232823196,267954.97511102614
527,855,,26410,"NE Tractor Trailer Training School of MA , Inc.",N.E. Tractor Trailer School   ,N.E. Tractor   ,2,School,600 Moshassuck Valley Industrial Highway,,Pawtucket,RI,02860,,9,Independent (Higher Education),RIDE_Mar 13 2023 12:58PM,IndependentHigherEd,,MULTIPLE MATCHES,100,"600 MOSHASSUCK VALLEY IND HWY, PAWTUCKET, RI, 02860",353714.08959034464,290414.9177617256
528,857,,26424,Newport School of Hairdressing,Newport Hairdressing School   ,Newport Hair   ,2,School,222 Main Street,,Pawtucket,RI,02860,,9,Independent (Higher Education),RIDE_Mar 13 2023 12:58PM,IndependentHigherEd,222-226 Main Street Pawtucket 02860,ONE MATCH,35.04,"222 MAIN AV, WARWICK, RI, 02886",346845.7531417352,226970.94695959496
529,334,,07406,Paul Mitchell-The School,Paul Mitchell-The School,Paul Mitchell,2,School,379 Atwood Avenue,,Cranston,RI,02920,,9,Independent (Higher Education),RIDE_Mar 13 2023 12:58PM,IndependentHigherEd,,ONE MATCH,100,"379 ATWOOD AVE, CRANSTON, RI, 02920",335677.0921909133,256062.89219396372
530,1502,,39411,Rob-Roy Academy,Rob-Roy Academy,Rob-Roy Academy,2,School,800 Clinton Place,,Woonsocket,RI,02895,,9,Independent (Higher Education),RIDE_Mar 13 2023 12:58PM,IndependentHigherEd,,ONE MATCH,90.92,"800 CLINTON ST, WOONSOCKET, RI, 02895",327452.05102919467,337477.3942226355
531,854,,26404,Sawyer School,Sawyer School                 ,Sawyer School  ,2,School,101 Main Street,,Pawtucket,RI,02860,,9,Independent (Higher Education),RIDE_Mar 13 2023 12:58PM,IndependentHigherEd,,MULTIPLE MATCHES,100,"101 MAIN ST, PAWTUCKET, RI, 02860",360090.06315932894,288878.6326256514
532,1083,,28410,Sawyer School,Sawyer School                 ,Sawyer School  ,2,School,550 Hartford Avenue,Providence Extension          ,Providence,RI,02909,,9,Independent (Higher Education),RIDE_Mar 13 2023 12:58PM,IndependentHigherEd,,ONE MATCH,100,"550 HARTFORD AV, PROVIDENCE, RI, 02909",338333.4110652637,267985.989221176
533,588,,17403,Smithfield Tractor Trailer Driving School,Smithfield Tractor Trailer ,Smithfield Trac,2,School,10 A Appian Way,,Smithfield,RI,02917,,9,Independent (Higher Education),RIDE_Mar 13 2023 12:58PM,IndependentHigherEd,,ONE MATCH,58,"10 APPIAN WY, SMITHFIELD, RI, 02917",319296.7757513183,301320.2086341942
534,2392,,07407,Toni and Guy Hairdressing Academy,Toni and Guy Hairdressing,Toni Guy,2,School,1400 Oaklawn Avenue,1400 Oaklawn Avenue,Cranston,RI,02920,,9,Independent (Higher Education),RIDE_Mar 13 2023 12:58PM,IndependentHigherEd,Marshalls's Plaza Cranston 02920,MULTIPLE MATCHES,100,"1400 OAKLAWN AV, CRANSTON, RI, 02920",333852.28064647526,236586.32846974008
535,2829,,07353,A Childs University - Cranston,A Childs University,A Childs Univer,2,School,695 Park Avenue,,Cranston,RI,02910,PK - KF,7,"Independent (PK, Elem/Sec) ",RIDE_Mar 13 2023 12:58PM,Independents,,ONE MATCH,100,"695 PARK AV, CRANSTON, RI, 02910",347536.61425831704,253094.30644278956
536,2928,,17304,A Childs University - Smithfield,A Childs University,AChilds Univers,2,School,370 George Washington Highway,,Smithfield,RI,02917,PK - KF,7,"Independent (PK, Elem/Sec) ",RIDE_Mar 13 2023 12:58PM,Independents,,MULTIPLE MATCHES,100,"370 GEORGE WASHINGTON HWY, SMITHFIELD, RI, 02917",325939.6531035338,306458.9373381288
537,2607,,32340,Middlebridge School,Middlebridge School,Middlebridge,2,School,333 Ocean Rd,,Narragansett,RI,02882,09 - 12,7,"Independent (PK, Elem/Sec) ",RIDE_Mar 13 2023 12:58PM,Independents,,MULTIPLE MATCHES,100,"333 OCEAN RD, NARRAGANSETT, RI, 02882",339544.10753474524,121061.94096040245
538,3232,,27306,Sea Rose Montessori Co-op,Sea Rose Montessori Co-op,Sea Rose Montes,2,School,324 East Main Road,St. Mary's Episcapol Church House,Portsmouth,RI,02871,PK - 03,7,"Independent (PK, Elem/Sec) ",RIDE_Mar 13 2023 12:58PM,Independents,,MULTIPLE MATCHES,100,"324 E MAIN RD, PORTSMOUTH, RI, 02871",393209.428556585,168938.6686907053
539,139,,01332,Barrington Christian Academy,Barrington Christian Academy,Barr. Academy,2,School,9 Old County Road,,Barrington,RI,02806,KF - 12,7,"Independent (PK, Elem/Sec) ",RIDE_Mar 13 2023 12:58PM,Independents,,ONE MATCH,100,"9 OLD COUNTY RD, BARRINGTON, RI, 02806",375140.1955193917,245072.83999641542
540,126,,01303,Montessori Centre of Barrington,Montessori Centre,Montessori,2,School,303 Sowams Road,,Barrington,RI,02806,PK - KG,7,"Independent (PK, Elem/Sec) ",RIDE_Mar 13 2023 12:58PM,Independents,,ONE MATCH,100,"303 SOWAMS RD, BARRINGTON, RI, 02806",384282.001085945,244207.8041131517
541,129,,01322,Red Brick School,Red Brick School,Red Brick,2,School,50 Middle Highway,,Barrington,RI,02806,PK - KG,7,"Independent (PK, Elem/Sec) ",RIDE_Mar 13 2023 12:58PM,Independents,,MULTIPLE MATCHES,100,"50 MIDDLE HWY, BARRINGTON, RI, 02806",374267.62820452,245478.74410349986
542,124,,01301,St. Andrew's School,St. Andrew's School,St. Andrew's,2,School,63 Federal Road,,Barrington,RI,02806,06 - 12,7,"Independent (PK, Elem/Sec) ",RIDE_Mar 13 2023 12:58PM,Independents,,MULTIPLE MATCHES,100,"63 FEDERAL RD, BARRINGTON, RI, 02806",375176.65494581213,242535.58437025038
543,170,,03311,Community Christian School,Community Christian           ,Community      ,2,School,113 Church Street,,Pascoag,RI,02859,KF - 08,7,"Independent (PK, Elem/Sec) ",RIDE_Mar 13 2023 12:58PM,Independents,,MULTIPLE MATCHES,94.46,"113 CHURCH ST, BURRILLVILLE, RI, 02859",272060.7392535313,319154.03585015266
544,2487,,07351,Miss Lee Ann's Early Learning Center,Miss Lee Ann's,Miss Lee,2,School,180 Oaklawn Avenue,,Cranston,RI,02920,KG - KG,7,"Independent (PK, Elem/Sec) ",RIDE_Mar 13 2023 12:58PM,Independents,,MULTIPLE MATCHES,100,"180 OAKLAWN AV, CRANSTON, RI, 02920",336410.9883598271,250461.4504169873
545,408,,09327,"A Step Up, Inc.","A Step Up, Inc.               ","A Step Up, Inc.",2,School,88 Crompton Road,,East Greenwich,RI,02818,KF - KF,7,"Independent (PK, Elem/Sec) ",RIDE_Mar 13 2023 12:58PM,Independents,,ONE MATCH,100,"88 CROMPTON RD, EAST GREENWICH, RI, 02818",319515.2150299418,210519.7382925155
546,399,,09301,The Stork's Nest Child Academy,The Stork's Nest Child Academy,Stork's Nest   ,2,School,3116 South County Trail,,East Greenwich,RI,02818,PK - KF,7,"Independent (PK, Elem/Sec) ",RIDE_Mar 13 2023 12:58PM,Independents,,ONE MATCH,100,"3116 S COUNTY TRL, EAST GREENWICH, RI, 02818",330488.6338287729,192563.66313138313
547,473,,10333,Ocean State Montessori School,Ocean State Montessori School,Montessori,2,School,100 Grove Avenue,PO Box 14423,East Providence,RI,02914,PK - 08,7,"Independent (PK, Elem/Sec) ",RIDE_Mar 13 2023 12:58PM,Independents,,ONE MATCH,100,"100 GROVE AV, EAST PROVIDENCE, RI, 02914",362834.98641153856,267792.12723674683
548,452,,10301,Providence Country Day School,Providence Country Day,Country Day,2,School,660 Waterman Avenue,,East Providence,RI,02914,05 - 12,7,"Independent (PK, Elem/Sec) ",RIDE_Mar 13 2023 12:58PM,Independents,,MULTIPLE MATCHES,100,"660 WATERMAN AVE, EAST PROVIDENCE, RI, 02914",367647.7298490064,267561.2228240823
