seqid,org_ID,parent_ID,code,name,name_30,name_15,orgtype_ID,org_type,address1,address2,city,state,zipcode,grade_span,subtype_ID,subtype_nm,source,reptsource,add_orig,match_note,score,match_add,xcoord,ycoord
161,1057,,28366,Bright Horizons Family Center,Bright Horizons Family Center,Bright Horizons,2,School,225 Blackstone Street,,Providence,RI,02905,PK - KG,22,Pre School,RIDE_Mar 13 2023 12:58PM,Daycares,,ONE MATCH,100,"225 BLACKSTONE ST, PROVIDENCE, RI, 02905",351727.6358352443,264716.0668857067
162,1053,,28362,Brown Fox Point Early Childhood Ed. Center,Brown Fox Point Early,Brown Fox Point,2,School,150 Hope Street,,Providence,RI,02906,PK - PF,22,Pre School,RIDE_Mar 13 2023 12:58PM,Daycares,,MULTIPLE MATCHES,100,"150 HOPE ST, PROVIDENCE, RI, 02906",356020.0442039711,270136.16337027855
163,1006,,28312,Dr. Pat Feinstein Child Development Center,Dr. Pat Feinstein Child Dev.,Dr. Pat,2,School,80 Washington Street,,Providence,RI,02903,PK - KG,22,Pre School,RIDE_Mar 13 2023 12:58PM,Daycares,,ONE MATCH,100,"80 WASHINGTON ST, PROVIDENCE, RI, 02903",351510.3229002631,269663.5630623769
164,1028,,28337,East Side Nursery School,East Side Nursery School,East Side,2,School,372 Wayland Avenue,,Providence,RI,02906,PK - PK,22,Pre School,RIDE_Mar 13 2023 12:58PM,Daycares,,ONE MATCH,100,"372 WAYLAND AV, PROVIDENCE, RI, 02906",358128.78159823397,273805.96546074573
165,1029,,28338,Federal Hill House,Federal Hill House,Federal Hill,2,School,9 Courtland Street,,Providence,RI,02909,PK - PK,22,Pre School,RIDE_Mar 13 2023 12:58PM,Daycares,,ONE MATCH,100,"9 COURTLAND ST, PROVIDENCE, RI, 02909",346364.2570986589,269246.7445267589
166,1030,,28339,Jewish Community Center of R.I. Preschool,Jewish Community Preschool,Jewish Ctr. Pre,2,School,401 Elmgrove Avenue,,Providence,RI,02906,PK - KG,22,Pre School,RIDE_Mar 13 2023 12:58PM,Daycares,,ONE MATCH,100,"401 ELMGROVE AV, PROVIDENCE, RI, 02906",357413.9182572753,276455.95460110647
167,1052,,28361,Jo-Ann Caffey McDowell Early Learning Center,Jo-Ann Caffey McDowell Early,Jo-Ann Caffey,2,School,7 Thomas P Whitten Way,,Providence,RI,02903,PK - KG,22,Pre School,RIDE_Mar 13 2023 12:58PM,Daycares,,ONE MATCH,100,"7 THOMAS P WHITTEN WY, PROVIDENCE, RI, 02903",348521.2210376049,267225.2273767948
168,996,,28302,Rhode Island College Cooperative Preschool,Rhode Island College Coop,Rhode Island,2,School,600 Mt. Pleasant Avenue,Whipple Annex,Providence,RI,02908,PK - PK,22,Pre School,RIDE_Mar 13 2023 12:58PM,Daycares,,MULTIPLE MATCHES,100,"600 MOUNT PLEASANT AV, PROVIDENCE, RI, 02908",337988.14311292116,276431.79373678
169,1648,,98309,New Hope Preschool,New Hope Preschool,New Hope,2,School,80 Richmond Townhouse Road,PO Box 37,Carolina,RI,02812,PK - PK,22,Pre School,RIDE_Mar 13 2023 12:58PM,Daycares,,ONE MATCH,94.34,"80 RICHMOND TOWNHOUSE RD, RICHMOND, RI, 02812",284365.35742757213,147766.53342299687
170,1162,,31320,Breezy Knoll Child Care Center,Breezy Knoll Child Care Center,Breezy Knoll   ,2,School,311 Stillwater Road,,Smithfield,RI,02917,PK - KG,22,Pre School,RIDE_Mar 13 2023 12:58PM,Daycares,,ONE MATCH,100,"311 STILLWATER RD, SMITHFIELD, RI, 02917",321416.2213421803,300933.74981893395
171,1164,,31323,Greenville Nursery School,Greenville Nursery            ,Greenville     ,2,School,1 Church Street,,Smithfield,RI,02828,PK - PK,22,Pre School,RIDE_Mar 13 2023 12:58PM,Daycares,,ONE MATCH,100,"1 CHURCH ST, SMITHFIELD, RI, 02828",313348.9515763533,287195.3398142669
172,1160,,31301,The Stork's Nest Child Academy II,The Stork's Nest Child,Stork's Nest,2,School,440 George Washington Highway,,Smithfield,RI,02917,PK - KF,22,Pre School,RIDE_Mar 13 2023 12:58PM,Daycares,,ONE MATCH,100,"440 GEORGE WASHINGTON HWY, SMITHFIELD, RI, 02917",328126.5801629635,308011.67740297696
173,1206,,32327,"Gingerbread House Nursery School, Inc.",Gingerbread House Nursery     ,Gingerbread    ,2,School,366 Main Street,PO Box 5268,Wakefield,RI,02879,PK - PK,22,Pre School,RIDE_Mar 13 2023 12:58PM,Daycares,366 Main Street Wakefield 02880,ONE MATCH,93.28,"366 MAIN ST, SOUTH KINGSTOWN, RI, 02879",328084.53264431783,129065.40573849395
174,1217,,32338,"Sandcastles Montessori Preschool, LLC",Sandcastles Montessori,Sandcastles,2,School,251B Post Road,,Wakefield,RI,02879,PK - KG,22,Pre School,RIDE_Mar 13 2023 12:58PM,Daycares,,ONE MATCH,93.28,"251 B POST RD, SOUTH KINGSTOWN, RI, 02879",323057.926690773,126474.3077134293
175,1199,,32320,Stepping Stone Preschool,Stepping Stone Preschool,Stepping Stone,2,School,30 Spring Street,,Wakefield,RI,02879,PK - PK,22,Pre School,RIDE_Mar 13 2023 12:58PM,Daycares,,ONE MATCH,93.28,"30 SPRING ST, SOUTH KINGSTOWN, RI, 02879",329530.5357850658,133013.1013947018
176,1202,,32323,URI Child Development Center,URI Child Development Ctr.,URI Child Dev.,2,School,10 Lower College Road,,Kingston,RI,02881,PK - PF,22,Pre School,RIDE_Mar 13 2023 12:58PM,Daycares,,ONE MATCH,98.18,"10 LOWER COLLEGE RD, SOUTH KINGSTOWN, RI, 02881",319746.460518498,145282.20008402364
177,1208,,32329,Village Cooperative Nursery School,Village Nursery School,Village Nursery,2,School,251 B Post Road,,South Kingstown,RI,02879,PK - PK,22,Pre School,RIDE_Mar 13 2023 12:58PM,Daycares,981 Kingstown Road Peace Dale 02883,ONE MATCH,100,"251 B POST RD, SOUTH KINGSTOWN, RI, 02879",323057.926690773,126474.3077134293
178,1195,,32302,Windswept Montessori School,Windswept Montessori School,Windswept,2,School,220 Moonstone Beach Road,PO Box 662,Wakefield,RI,02879,PK - KG,22,Pre School,RIDE_Mar 13 2023 12:58PM,Daycares,,ONE MATCH,93.28,"220 MOONSTONE BEACH RD, SOUTH KINGSTOWN, RI, 02879",307760.50241125043,113786.5106050865
179,1595,,96305,Raggedy Ann Nursery School,Raggedy Ann Nursery School    ,Raggedy Ann    ,2,School,210 Metacom Avenue,,Warren,RI,02885,PK - PK,22,Pre School,RIDE_Mar 13 2023 12:58PM,Daycares,,ONE MATCH,100,"210 METACOM AV, WARREN, RI, 02885",391114.88150581525,236827.54844512837
180,1599,,96309,The Children's Workshop-Warren,The Children's Workshop-Warren,Children's,2,School,410 Child Street,,Warren,RI,02885,PK - PK,22,Pre School,RIDE_Mar 13 2023 12:58PM,Daycares,,ONE MATCH,100,"410 CHILD ST, WARREN, RI, 02885",391489.065554974,235621.99191001436
181,1318,,35305,Buttonwoods School for Young Children,Buttonwoods School,Buttonwoods,2,School,311 Buttonwoods Avenue,,Warwick,RI,02886,PK - KG,22,Pre School,RIDE_Mar 13 2023 12:58PM,Daycares,,ONE MATCH,100,"311 BUTTONWOODS AV, WARWICK, RI, 02886",347301.3750090293,224011.80028542294
182,1364,,35369,"CHILD, Inc., Draper Avenue Center","CHILD, Inc., Draper Center","CHILD, Inc.  ",2,School,160 Draper Avenue,,Warwick,RI,02889,PK - KG,22,Pre School,RIDE_Mar 13 2023 12:58PM,Daycares,,ONE MATCH,100,"160 DRAPER AV, WARWICK, RI, 02889",361211.0646012978,225806.71216535714
183,1362,,35367,"Crayons Child Care and Family Services,  Inc.",Crayons Child Care and Family ,Crayons Child  ,2,School,3445 Post Road,,Warwick,RI,02886,PK - KG,22,Pre School,RIDE_Mar 13 2023 12:58PM,Daycares,,MULTIPLE MATCHES,100,"3445 POST RD, WARWICK, RI, 02886",339118.4963799198,222904.11666722439
184,2527,,35322,"Creative Minds Early Learning Center, Inc.",Creative Minds,Creative,2,School,1160 Post Road,,Warwick,RI,02888,KG - KG,22,Pre School,RIDE_Mar 13 2023 12:58PM,Daycares,,MULTIPLE MATCHES,100,"1160 POST RD, WARWICK, RI, 02888",348628.89790340664,241715.26115678585
185,1345,,35339,"Discovery Years Learning Center, Inc.",Discovery Years Learning,Discovery Years,2,School,501 Centerville Road,,Warwick,RI,02886,PK - KG,22,Pre School,RIDE_Mar 13 2023 12:58PM,Daycares,,ONE MATCH,100,"501 CENTERVILLE RD, WARWICK, RI, 02886",334185.491962647,223980.20317345823
186,1329,,35316,Jack and Jill Learning Center,Jack and Jill Learning Ctr    ,Jack Jill    ,2,School,300 Centerville Road,Suite 110                     ,Warwick,RI,02886,PK - KG,22,Pre School,RIDE_Mar 13 2023 12:58PM,Daycares,,MULTIPLE MATCHES,100,"300 CENTERVILLE RD, WARWICK, RI, 02886",335846.4680991193,222740.40023922088
187,1332,,35319,Precious Angels Child Care Center,Precious Angels Child Care,Precious Angels,2,School,20 Jefferson Park Road,,Warwick,RI,02888,PK - KF,22,Pre School,RIDE_Mar 13 2023 12:58PM,Daycares,,MULTIPLE MATCHES,100,"20 JEFFERSON PARK RD, WARWICK, RI, 02888",345689.77159087616,244656.25942072185
188,2489,,35373,The Martin School,The Martin School,Martin School,2,School,220 Tollgate Road,,Warwick,RI,02886,PK - KG,22,Pre School,RIDE_Mar 13 2023 12:58PM,Daycares,,ONE MATCH,98.65,"220 TOLL GATE RD, WARWICK, RI, 02886",336065.95836740895,224916.60323805662
189,1324,88,35311,Westbay Community Action Children's Center,Westbay Community Action,Westbay Comm,2,School,22 Astral Street,,Warwick,RI,02888,PK - KG,22,Pre School,RIDE_Mar 13 2023 12:58PM,Daycares,,ONE MATCH,100,"22 ASTRAL ST, WARWICK, RI, 02888",352544.6434737619,238601.59520568931
190,1336,,35324,"WonderKids, Inc.",WonderKids Inc.               ,WonderdKids    ,2,School,73 Alhambra Road,,Warwick,RI,02886,PK - KG,22,Pre School,RIDE_Mar 13 2023 12:58PM,Daycares,,ONE MATCH,100,"73 ALHAMBRA RD, WARWICK, RI, 02886",344204.1441567129,235146.44089904983
191,1350,,35354,YS Owl Nursery School,YS Owl Nursery School         ,YS Owl Nursery ,2,School,900 Centerville Road,c/o Kent County YMCA          ,Warwick,RI,02886,PK - PK,22,Pre School,RIDE_Mar 13 2023 12:58PM,Daycares,,MULTIPLE MATCHES,100,"900 CENTERVILLE RD, WARWICK, RI, 02886",329759.2113064382,222504.73266206915
192,1616,,97302,Bright Horizons-West Greenwich,Bright Horizons-W. Greenwich,Bright Horizons,2,School,51 Technology Way,,West Greenwich,RI,02817,PK - KG,22,Pre School,RIDE_Mar 13 2023 12:58PM,Daycares,,ONE MATCH,100,"51 TECHNOLOGY WY, WEST GREENWICH, RI, 02817",308050.329667201,208563.71167975152
193,1619,,97305,Children's Centre of New England,Children's Centre of NE,Children's,2,School,45 Nooseneck Hill Road,,West Greenwich,RI,02817,PK - KG,22,Pre School,RIDE_Mar 13 2023 12:58PM,Daycares,,ONE MATCH,100,"45 NOOSENECK HILL RD, WEST GREENWICH, RI, 02817",299239.5699815072,208855.0499812222
194,1436,,38304,Academy For Little Children,Academy For Little Children,Academy,2,School,10 James P. Murphy Highway,,West Warwick,RI,02893,PK - KG,22,Pre School,RIDE_Mar 13 2023 12:58PM,Daycares,,MULTIPLE MATCHES,40.02,"160 JAMES ST, WARWICK, RI, 02886",337676.18558399915,232607.3014234831
195,1410,,36325,Dunn's Corners Church Early Learning Center,Dunn's Corners Church,Dunn's Corners,2,School,221 Post Road,,Westerly,RI,02891,PK - PK,22,Pre School,RIDE_Mar 13 2023 12:58PM,Daycares,,MULTIPLE MATCHES,100,"221 POST RD, WESTERLY, RI, 02891",253334.22521109114,97329.9200777163
196,1403,,36302,The Children's Workshop-Westerly,The Children's Workshop,Children's,2,School,42 Franklin Street,,Westerly,RI,02891,PK - PK,22,Pre School,RIDE_Mar 13 2023 12:58PM,Daycares,,ONE MATCH,100,"42 FRANKLIN ST, WESTERLY, RI, 02891",241253.8802998209,102724.5112243887
197,1405,,36320,Westerly Pre-School Childhood Center,Westerly Pre-School           ,Westerly Pre   ,2,School,13 Cross Street,,Westerly,RI,02891,PK - PK,22,Pre School,RIDE_Mar 13 2023 12:58PM,Daycares,,MULTIPLE MATCHES,100,"13 CROSS ST, WESTERLY, RI, 02891",237464.69371527038,105050.64880560506
198,1485,,39320,Hamlet Learning Center,Hamlet Learning Center,Hamlet Learn,2,School,73 Hamlet Avenue,,Woonsocket,RI,02895,PK - KG,22,Pre School,RIDE_Mar 13 2023 12:58PM,Daycares,,ONE MATCH,100,"73 HAMLET AV, WOONSOCKET, RI, 02895",326682.3894836399,334690.71296968823
199,1483,,39304,Karen Bouchard Children's Center,Karen Bouchard Children's Ctr,Karen Bouchard,2,School,204 Warwick Street,,Woonsocket,RI,02895,PK - PK,22,Pre School,RIDE_Mar 13 2023 12:58PM,Daycares,,ONE MATCH,100,"204 WARWICK ST, WOONSOCKET, RI, 02895",324839.076555078,329341.2747186753
200,1490,,39325,YWCA of Northern RI Preschool,YWCA of Northern RI Preschool,YWCA Preschool,2,School,514 Blackstone Street,,Woonsocket,RI,02895,PK - KG,22,Pre School,RIDE_Mar 13 2023 12:58PM,Daycares,,ONE MATCH,100,"514 BLACKSTONE ST, WOONSOCKET, RI, 02895",322273.6702698536,335983.1010812245
201,3234,,07316,Ocean State Academy,Ocean State Academy,Ocean State,2,School,1301 Elmwood Ave,,Cranston,RI,02910,KG - 12,12,Special Education,RIDE_Mar 13 2023 12:58PM,Disabilities,,MULTIPLE MATCHES,100,"1301 ELMWOOD AV, CRANSTON, RI, 02910",349269.26392402576,252308.3406764131
202,3527,,24307,Ocean State Academy Learning Center,Ocean State Academy Learning C,Ocean State Aca,2,School,1135 Mineral Spring Avenue,,North Providence,RI,02904,KG - 12,12,Special Education,RIDE_Mar 13 2023 12:58PM,Disabilities,,ONE MATCH,100,"1135 MINERAL SPRING AV, NORTH PROVIDENCE, RI, 02904",347494.72537962097,286200.6118061935
203,3376,,06304,Pathways Strategic Teaching Center(Coventry),Pathways Strategic Teaching Ct,Pathways,2,School,75 Centre of New England Blvd,,Coventry,RI,02816,KG - 12,12,Special Education,RIDE_Mar 13 2023 12:58PM,Disabilities,,ONE MATCH,100,"75 CENTRE OF NEW ENGLAND BLVD, COVENTRY, RI, 02816",309094.75163949153,210720.0965828815
204,1316,,35303,Pathways Strategic Teaching Center(Warwick),Pathways Strategic Teaching Ct,Pathways,2,School,250 Commonwealth Ave,,Warwick,RI,02886,KF - 12,12,Special Education,RIDE_Mar 13 2023 12:58PM,Disabilities,,MULTIPLE MATCHES,100,"250 COMMONWEALTH AV, WARWICK, RI, 02886",332318.0023057636,229024.12467750366
205,1341,,35335,Sargent Rehabilitation Center,Sargent Rehabilitation Ctr,Sargent Rehab,2,School,800 Quaker Lane,,Warwick,RI,02818,PK - 12,12,Special Education,RIDE_Mar 13 2023 12:58PM,Disabilities,,ONE MATCH,100,"800 QUAKER LN, WARWICK, RI, 02818",328552.64344164537,215407.8039780609
206,769,,24305,St. Mary's Home for Children/George N. Hunt Campus School,St. Mary's Home for Children,St. Mary's,2,School,420 Fruit Hill Avenue,,North Providence,RI,02911,KG - 12,12,Special Education,RIDE_Mar 13 2023 12:58PM,Disabilities,,ONE MATCH,100,"420 FRUIT HILL AV, NORTH PROVIDENCE, RI, 02911",337494.68561764376,279236.23473208665
207,1047,,28356,"The Groden Center, Inc.","The Groden Center, Inc.",Groden Center,2,School,86 Mount Hope Avenue,,Providence,RI,02906,PK - 12,12,Special Education,RIDE_Mar 13 2023 12:58PM,Disabilities,,ONE MATCH,100,"86 MOUNT HOPE AV, PROVIDENCE, RI, 02906",355314.53268804227,275938.2767515215
208,1045,,28354,The Providence Center School,The Providence Center School,Providence Ctr.,2,School,520 Hope Street,,Providence,RI,02906,PK - 12,12,Special Education,RIDE_Mar 13 2023 12:58PM,Disabilities,,ONE MATCH,100,"520 HOPE ST, PROVIDENCE, RI, 02906",355464.6854003536,276015.907210866
209,585,,17336,The Spurwink School,Spurwink School,Spurwink,2,School,365 River Road,,Lincoln,RI,02865,KG - 12,12,Special Education,RIDE_Mar 13 2023 12:58PM,Disabilities,,ONE MATCH,100,"365 RIVER RD, LINCOLN, RI, 02865",351033.3242997584,302345.6850305019
210,116,43,01106,Barrington High School,Barrington High School,Barrington High,2,School,220 Lincoln Avenue,,Barrington,RI,02806,09 - 12,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"220 LINCOLN AV, BARRINGTON, RI, 02806",377077.47089011106,241847.73741271126
211,118,43,01108,Barrington Middle School,Barrington Middle School,Barrington Mid.,2,School,261 Middle Highway,,Barrington,RI,02806,06 - 08,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"261 MIDDLE HWY, BARRINGTON, RI, 02806",373917.6288156801,240931.65912565865
212,115,43,01105,Hampden Meadows School,Hampden Meadows School,Hampden Meadows,2,School,297 New Meadow Road,,Barrington,RI,02806,04 - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"297 NEW MEADOW RD, BARRINGTON, RI, 02806",382031.18575280625,244513.8126439631
213,114,43,01104,Nayatt School,Nayatt School,Nayatt School,2,School,400 Nayatt Road,,Barrington,RI,02806,PK - 03,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"400 NAYATT RD, BARRINGTON, RI, 02806",380998.919566655,235569.31948074314
214,113,43,01103,Primrose Hill School,Primrose Hill School,Primrose Hill,2,School,60 Middle Highway,,Barrington,RI,02806,PK - 03,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,MULTIPLE MATCHES,100,"60 MIDDLE HWY, BARRINGTON, RI, 02806",374547.13989774673,244414.15899361318
215,119,43,01109,Sowams Elementary School,Sowams Elementary School,Sowams School,2,School,364 Sowams Road,,Barrington,RI,02806,KF - 03,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"364 SOWAMS RD, BARRINGTON, RI, 02806",384170.1956154545,245522.49303560518
216,2358,46,96105,Colt Andrews School,Colt Andrews School,Colt Andrews,2,School,574 Hope Street,,Bristol,RI,02809,PF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,570-574 Hope Street Bristol 02809,ONE MATCH,100,"574 HOPE ST, BRISTOL, RI, 02809",389084.9366085278,214746.22383017943
217,1579,46,96104,Guiteras School,Guiteras School,Guiteras School,2,School,35 Washington Street,,Bristol,RI,02809,KF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"35 WASHINGTON ST, BRISTOL, RI, 02809",389041.57237830036,216555.84956544044
218,1585,46,96113,Hugh Cole School,Hugh Cole School,Hugh Cole,2,School,50 Asylum Road,,Warren,RI,02885,PK - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"50 ASYLUM RD, WARREN, RI, 02885",395234.796691326,233752.89602364108
219,1584,46,96112,Kickemuit Middle School,Kickemuit Middle School,Kickemuit,2,School,525 Child Street,,Warren,RI,02885,06 - 08,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"525 CHILD ST, WARREN, RI, 02885",393684.0911838317,235672.57425794934
220,1581,46,96107,Mt. Hope High School,Mt. Hope High School,Mt. Hope,2,School,199 Chestnut Street,,Bristol,RI,02809,09 - 12,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,MULTIPLE MATCHES,100,"199 CHESTNUT ST, BRISTOL, RI, 02809",390899.46828423074,220594.3903887958
221,1580,46,96106,Rockwell School,Rockwell School,Rockwell School,2,School,1225 Hope Street,,Bristol,RI,02809,KF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"1225 HOPE ST, BRISTOL, RI, 02809",388120.58815080585,224215.35120477498
222,163,47,03108,Austin T. Levy School,Austin T. Levy School,Levy School,2,School,135 Harrisville Main Street,,Harrisville,RI,02830,PK - 01,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,97.63,"135 HARRISVILLE MAIN ST, BURRILLVILLE, RI, 02830",279628.37249804335,321532.59600271954
223,164,47,03109,Burrillville High School,Burrillville High School,Burrillville HS,2,School,425 East Avenue,,Harrisville,RI,02830,09 - 12,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,97.63,"425 EAST AV, BURRILLVILLE, RI, 02830",283951.50545901194,322498.3087640082
224,160,47,03104,Burrillville Middle School,Burrillville Middle School,Burrillville MS,2,School,2220 Broncos Highway,,Harrisville,RI,02830,06 - 08,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,97.63,"2220 BRONCOS HWY, BURRILLVILLE, RI, 02830",294738.8633929361,327309.1524880794
225,161,47,03105,Steere Farm Elementary School,Steere Farm Elementary School,Steere Farm,2,School,915 Steere Farm Road,,Pascoag,RI,02859,02 - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,94.46,"915 STEERE FARM RD, BURRILLVILLE, RI, 02859",280517.6406336109,311663.20417124836
226,162,47,03107,William L. Callahan School,William Callahan School       ,Callahan School,2,School,75 Callahan School Street,,Harrisville,RI,02830,02 - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,97.63,"75 CALLAHAN SCHOOL ST, BURRILLVILLE, RI, 02830",278402.20863347425,322761.13946653286
227,185,48,04104,Capt. G. Harold Hunt School,G. Harold Hunt School,Hunt School,2,School,12 Kendall Street,,Central Falls,RI,02863,PK - PF,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"12 KENDALL ST, CENTRAL FALLS, RI, 02863",355699.27422584797,292203.6307856286
228,189,48,04108,Central Falls Senior High School,Central Falls Sr High,Central Falls,2,School,24 Summer Street,,Central Falls,RI,02863,09 - 12,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"24 SUMMER ST, CENTRAL FALLS, RI, 02863",357648.92747863615,292902.44372968486
229,193,48,04115,Dr. Earl F. Calcutt Middle School,Calcutt Middle School,Calcutt Middle,2,School,112 Washington Street,,Central Falls,RI,02863,06 - 08,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"112 WASHINGTON ST, CENTRAL FALLS, RI, 02863",357515.95547286817,293905.0204492655
230,182,48,04101,Ella Risk School,Ella Risk School,Risk School,2,School,949 Dexter Street,,Central Falls,RI,02863,KF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"949 DEXTER ST, CENTRAL FALLS, RI, 02863",355437.25655306503,293797.1016575406
231,3422,48,04112,Raices Dual Language Academy at Margaret I. Robertson School,Raices Dual Language Academy,Raices Dual,2,School,135 Hunt street,,Central Falls,RI,02863,PF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"135 HUNT ST, CENTRAL FALLS, RI, 02863",358221.9786026345,296414.4942542541
232,3608,48,04118,Raices Upper Dual Language Academy,Raices Upper Dual Language Acd,Raices Upper,2,School,112 Washington Street,,Central falls,RI,02863,06 - 07,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"112 WASHINGTON ST, CENTRAL FALLS, RI, 02863",357515.95547286817,293905.0204492655
233,187,48,04106,Veterans Memorial Elementary,Veterans Memorial Elementary,Veterans Mem.,2,School,150 Fuller Avenue,,Central Falls,RI,02863,KF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"150 FULLER AV, CENTRAL FALLS, RI, 02863",356446.3930345623,293505.4460761707
234,1636,49,98106,Ashaway Elementary School,Ashaway Elementary School,Ashaway School,2,School,12A Hillside Avenue,,Ashaway,RI,02804,KF - 04,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,MULTIPLE MATCHES,52.61,"12 HILLSIDE AV, HOPKINTON, RI, 02804",248217.70610010278,123032.38001258903
235,1638,49,98108,Chariho Alternative Learning Academy,Chariho Alternative Learning A,Chariho Alterna,2,School,455C Switch Road,,Wood River Junction,RI,02894,KF - 12,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,96.49,"455 C SWITCH RD, RICHMOND, RI, 02894",273902.9377364472,133686.01636698333
236,1632,49,98101,Chariho Regional High School,Chariho High School           ,Chariho High   ,2,School,453 Switch Road,,Wood River Junction,RI,02894,09 - 12,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,96.49,"453 SWITCH RD, RICHMOND, RI, 02894",274274.7263223668,133699.16761880647
237,1633,49,98103,Chariho Regional Middle School,Chariho Regional Middle School,Chariho Middle,2,School,455B Switch Road,,Wood River Junction,RI,02894,05 - 08,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,54.49,"455 D SWITCH RD, RICHMOND, RI, 02894",273643.7755827574,132877.22231185716
238,1634,49,98104,Charlestown Elementary School,Charlestown Elementary School,Charlestown Sch,2,School,363 Carolina Back Road,,Charlestown,RI,02813,KF - 04,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"363 CAROLINA BACK RD, CHARLESTOWN, RI, 02813",285497.44383602036,133473.2167385687
239,1637,49,98107,Hope Valley Elementary School,Hope Valley Elementary School,Hope Valley Sch,2,School,15 Thelma Drive,,Hope Valley,RI,02832,KF - 04,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,96.4,"15 THELMA DR, HOPKINTON, RI, 02832",269547.79519964487,155820.3901810838
240,3179,49,98109,Hope Valley Elementary School Annex,Hope Valley Elementary Annex,Hope Val Annex,2,School,453 Switch Road,15 Thelma Drive,Wood River Junction,RI,02894,PK - PF,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,96.49,"453 SWITCH RD, RICHMOND, RI, 02894",274274.7263223668,133699.16761880647
241,1635,49,98105,Richmond Elementary School,Richmond Elementary School,Richmond School,2,School,190 Kingstown Road,,Wyoming,RI,02898,KF - 04,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,95.41,"190 KINGSTOWN RD, RICHMOND, RI, 02898",283777.453638291,152124.00796705854
242,210,50,06104,Alan Shawn Feinstein Middle School Of Coventry,Alan Shawn Feinstein MS of Cov,Alan Shawn Cov.,2,School,15 Foster Drive,,Coventry,RI,02816,06 - 08,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,MULTIPLE MATCHES,100,"15 FOSTER DR, COVENTRY, RI, 02816",311446.0534827157,223263.8724129656
243,220,50,06117,Blackrock School,Blackrock School,Blackrock,2,School,12 LaCasa Drive,,Coventry,RI,02816,KF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"12 LACASA DR, COVENTRY, RI, 02816",313916.3947781328,229440.69335520102
244,221,50,06119,Coventry High School,Coventry High School,Coventry High,2,School,40 Reservoir Road,,Coventry,RI,02816,09 - 12,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"40 RESERVOIR RD, COVENTRY, RI, 02816",303278.9634945917,219179.44101818514
